emoji_handle,emoji_link,section
waxing_crescent_moon,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/waxing_crescent_moon.png,Nature
first_quarter_moon,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/first_quarter_moon.png,Nature
waxing_gibbous_moon,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/waxing_gibbous_moon.png,Nature
full_moon,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/full_moon.png,Nature
waning_gibbous_moon,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/waning_gibbous_moon.png,Nature
last_quarter_moon,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/last_quarter_moon.png,Nature
waning_crescent_moon,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/waning_crescent_moon.png,Nature
last_quarter_moon_with_face,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/last_quarter_moon_with_face.png,Nature
first_quarter_moon_with_face,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/first_quarter_moon_with_face.png,Nature
crescent_moon,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/crescent_moon.png,Nature
earth_africa,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/earth_africa.png,Nature
earth_americas,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/earth_americas.png,Nature
earth_asia,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/earth_asia.png,Nature
volcano,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/volcano.png,Nature
milky_way,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/milky_way.png,Nature
partly_sunny,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/partly_sunny.png,Nature
octocat,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/octocat.png,Nature
squirrel,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/squirrel.png,Nature
bamboo,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/bamboo.png,Objects
gift_heart,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/gift_heart.png,Objects
dolls,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/dolls.png,Objects
school_satchel,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/school_satchel.png,Objects
mortar_board,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/mortar_board.png,Objects
flags,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/flags.png,Objects
fireworks,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/fireworks.png,Objects
sparkler,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/sparkler.png,Objects
wind_chime,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/wind_chime.png,Objects
rice_scene,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/rice_scene.png,Objects
jack_o_lantern,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/jack_o_lantern.png,Objects
ghost,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/ghost.png,Objects
santa,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/santa.png,Objects
christmas_tree,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/christmas_tree.png,Objects
gift,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/gift.png,Objects
bell,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/bell.png,Objects
no_bell,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/no_bell.png,Objects
tanabata_tree,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/tanabata_tree.png,Objects
tada,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/tada.png,Objects
confetti_ball,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/confetti_ball.png,Objects
balloon,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/balloon.png,Objects
crystal_ball,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/crystal_ball.png,Objects
cd,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/cd.png,Objects
dvd,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/dvd.png,Objects
floppy_disk,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/floppy_disk.png,Objects
camera,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/camera.png,Objects
video_camera,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/video_camera.png,Objects
movie_camera,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/movie_camera.png,Objects
computer,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/computer.png,Objects
tv,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/tv.png,Objects
iphone,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/iphone.png,Objects
phone,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/phone.png,Objects
telephone,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/telephone.png,Objects
telephone_receiver,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/telephone_receiver.png,Objects
pager,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/pager.png,Objects
fax,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/fax.png,Objects
minidisc,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/minidisc.png,Objects
vhs,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/vhs.png,Objects
sound,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/sound.png,Objects
speaker,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/speaker.png,Objects
mute,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/mute.png,Objects
loudspeaker,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/loudspeaker.png,Objects
mega,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/mega.png,Objects
hourglass,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/hourglass.png,Objects
hourglass_flowing_sand,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/hourglass_flowing_sand.png,Objects
alarm_clock,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/alarm_clock.png,Objects
watch,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/watch.png,Objects
radio,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/radio.png,Objects
satellite,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/satellite.png,Objects
loop,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/loop.png,Objects
mag,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/mag.png,Objects
mag_right,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/mag_right.png,Objects
unlock,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/unlock.png,Objects
lock,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/lock.png,Objects
lock_with_ink_pen,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/lock_with_ink_pen.png,Objects
closed_lock_with_key,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/closed_lock_with_key.png,Objects
key,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/key.png,Objects
bulb,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/bulb.png,Objects
flashlight,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/flashlight.png,Objects
high_brightness,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/high_brightness.png,Objects
low_brightness,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/low_brightness.png,Objects
electric_plug,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/electric_plug.png,Objects
battery,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/battery.png,Objects
calling,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/calling.png,Objects
email,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/email.png,Objects
mailbox,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/mailbox.png,Objects
postbox,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/postbox.png,Objects
bath,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/bath.png,Objects
bathtub,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/bathtub.png,Objects
shower,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/shower.png,Objects
toilet,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/toilet.png,Objects
wrench,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/wrench.png,Objects
nut_and_bolt,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/nut_and_bolt.png,Objects
hammer,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/hammer.png,Objects
seat,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/seat.png,Objects
moneybag,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/moneybag.png,Objects
yen,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/yen.png,Objects
dollar,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/dollar.png,Objects
pound,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/pound.png,Objects
euro,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/euro.png,Objects
credit_card,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/credit_card.png,Objects
money_with_wings,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/money_with_wings.png,Objects
e-mail,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/e-mail.png,Objects
inbox_tray,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/inbox_tray.png,Objects
outbox_tray,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/outbox_tray.png,Objects
envelope,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/envelope.png,Objects
incoming_envelope,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/incoming_envelope.png,Objects
postal_horn,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/postal_horn.png,Objects
mailbox_closed,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/mailbox_closed.png,Objects
mailbox_with_mail,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/mailbox_with_mail.png,Objects
mailbox_with_no_mail,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/mailbox_with_no_mail.png,Objects
package,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/package.png,Objects
door,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/door.png,Objects
smoking,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/smoking.png,Objects
bomb,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/bomb.png,Objects
gun,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/gun.png,Objects
hocho,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/hocho.png,Objects
pill,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/pill.png,Objects
syringe,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/syringe.png,Objects
page_facing_up,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/page_facing_up.png,Objects
page_with_curl,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/page_with_curl.png,Objects
bookmark_tabs,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/bookmark_tabs.png,Objects
bar_chart,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/bar_chart.png,Objects
chart_with_upwards_trend,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/chart_with_upwards_trend.png,Objects
chart_with_downwards_trend,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/chart_with_downwards_trend.png,Objects
scroll,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/scroll.png,Objects
clipboard,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clipboard.png,Objects
calendar,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/calendar.png,Objects
date,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/date.png,Objects
card_index,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/card_index.png,Objects
file_folder,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/file_folder.png,Objects
open_file_folder,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/open_file_folder.png,Objects
scissors,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/scissors.png,Objects
pushpin,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/pushpin.png,Objects
paperclip,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/paperclip.png,Objects
black_nib,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/black_nib.png,Objects
pencil2,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/pencil2.png,Objects
straight_ruler,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/straight_ruler.png,Objects
triangular_ruler,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/triangular_ruler.png,Objects
closed_book,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/closed_book.png,Objects
green_book,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/green_book.png,Objects
blue_book,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/blue_book.png,Objects
orange_book,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/orange_book.png,Objects
notebook,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/notebook.png,Objects
notebook_with_decorative_cover,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/notebook_with_decorative_cover.png,Objects
ledger,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/ledger.png,Objects
books,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/books.png,Objects
bookmark,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/bookmark.png,Objects
name_badge,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/name_badge.png,Objects
microscope,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/microscope.png,Objects
telescope,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/telescope.png,Objects
newspaper,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/newspaper.png,Objects
football,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/football.png,Objects
basketball,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/basketball.png,Objects
soccer,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/soccer.png,Objects
baseball,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/baseball.png,Objects
tennis,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/tennis.png,Objects
8ball,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/8ball.png,Objects
rugby_football,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/rugby_football.png,Objects
bowling,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/bowling.png,Objects
golf,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/golf.png,Objects
mountain_bicyclist,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/mountain_bicyclist.png,Objects
bicyclist,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/bicyclist.png,Objects
horse_racing,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/horse_racing.png,Objects
snowboarder,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/snowboarder.png,Objects
swimmer,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/swimmer.png,Objects
surfer,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/surfer.png,Objects
ski,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/ski.png,Objects
spades,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/spades.png,Objects
hearts,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/hearts.png,Objects
clubs,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clubs.png,Objects
diamonds,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/diamonds.png,Objects
gem,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/gem.png,Objects
ring,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/ring.png,Objects
trophy,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/trophy.png,Objects
musical_score,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/musical_score.png,Objects
musical_keyboard,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/musical_keyboard.png,Objects
violin,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/violin.png,Objects
space_invader,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/space_invader.png,Objects
video_game,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/video_game.png,Objects
black_joker,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/black_joker.png,Objects
flower_playing_cards,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/flower_playing_cards.png,Objects
game_die,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/game_die.png,Objects
dart,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/dart.png,Objects
mahjong,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/mahjong.png,Objects
clapper,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clapper.png,Objects
memo,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/memo.png,Objects
pencil,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/pencil.png,Objects
book,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/book.png,Objects
art,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/art.png,Objects
microphone,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/microphone.png,Objects
headphones,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/headphones.png,Objects
trumpet,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/trumpet.png,Objects
saxophone,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/saxophone.png,Objects
guitar,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/guitar.png,Objects
shoe,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/shoe.png,Objects
sandal,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/sandal.png,Objects
high_heel,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/high_heel.png,Objects
lipstick,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/lipstick.png,Objects
boot,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/boot.png,Objects
shirt,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/shirt.png,Objects
tshirt,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/tshirt.png,Objects
necktie,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/necktie.png,Objects
womans_clothes,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/womans_clothes.png,Objects
dress,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/dress.png,Objects
running_shirt_with_sash,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/running_shirt_with_sash.png,Objects
jeans,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/jeans.png,Objects
kimono,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/kimono.png,Objects
bikini,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/bikini.png,Objects
ribbon,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/ribbon.png,Objects
tophat,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/tophat.png,Objects
crown,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/crown.png,Objects
womans_hat,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/womans_hat.png,Objects
mans_shoe,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/mans_shoe.png,Objects
closed_umbrella,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/closed_umbrella.png,Objects
briefcase,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/briefcase.png,Objects
handbag,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/handbag.png,Objects
pouch,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/pouch.png,Objects
purse,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/purse.png,Objects
eyeglasses,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/eyeglasses.png,Objects
fishing_pole_and_fish,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/fishing_pole_and_fish.png,Objects
coffee,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/coffee.png,Objects
tea,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/tea.png,Objects
sake,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/sake.png,Objects
baby_bottle,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/baby_bottle.png,Objects
beer,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/beer.png,Objects
beers,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/beers.png,Objects
cocktail,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/cocktail.png,Objects
tropical_drink,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/tropical_drink.png,Objects
wine_glass,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/wine_glass.png,Objects
fork_and_knife,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/fork_and_knife.png,Objects
pizza,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/pizza.png,Objects
hamburger,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/hamburger.png,Objects
fries,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/fries.png,Objects
poultry_leg,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/poultry_leg.png,Objects
meat_on_bone,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/meat_on_bone.png,Objects
spaghetti,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/spaghetti.png,Objects
curry,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/curry.png,Objects
fried_shrimp,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/fried_shrimp.png,Objects
bento,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/bento.png,Objects
sushi,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/sushi.png,Objects
fish_cake,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/fish_cake.png,Objects
rice_ball,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/rice_ball.png,Objects
rice_cracker,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/rice_cracker.png,Objects
rice,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/rice.png,Objects
ramen,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/ramen.png,Objects
stew,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/stew.png,Objects
oden,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/oden.png,Objects
dango,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/dango.png,Objects
egg,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/egg.png,Objects
bread,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/bread.png,Objects
doughnut,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/doughnut.png,Objects
custard,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/custard.png,Objects
icecream,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/icecream.png,Objects
ice_cream,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/ice_cream.png,Objects
shaved_ice,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/shaved_ice.png,Objects
birthday,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/birthday.png,Objects
cake,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/cake.png,Objects
cookie,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/cookie.png,Objects
chocolate_bar,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/chocolate_bar.png,Objects
candy,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/candy.png,Objects
lollipop,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/lollipop.png,Objects
honey_pot,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/honey_pot.png,Objects
apple,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/apple.png,Objects
green_apple,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/green_apple.png,Objects
tangerine,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/tangerine.png,Objects
lemon,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/lemon.png,Objects
cherries,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/cherries.png,Objects
grapes,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/grapes.png,Objects
watermelon,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/watermelon.png,Objects
strawberry,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/strawberry.png,Objects
peach,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/peach.png,Objects
melon,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/melon.png,Objects
banana,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/banana.png,Objects
pear,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/pear.png,Objects
pineapple,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/pineapple.png,Objects
sweet_potato,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/sweet_potato.png,Objects
eggplant,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/eggplant.png,Objects
tomato,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/tomato.png,Objects
corn,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/corn.png,Objects
house,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/house.png,Places
house_with_garden,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/house_with_garden.png,Places
school,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/school.png,Places
office,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/office.png,Places
post_office,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/post_office.png,Places
hospital,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/hospital.png,Places
bank,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/bank.png,Places
