emoji_handle,emoji_link,section
convenience_store,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/convenience_store.png,Places
love_hotel,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/love_hotel.png,Places
hotel,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/hotel.png,Places
wedding,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/wedding.png,Places
church,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/church.png,Places
department_store,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/department_store.png,Places
european_post_office,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/european_post_office.png,Places
city_sunrise,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/city_sunrise.png,Places
city_sunset,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/city_sunset.png,Places
japanese_castle,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/japanese_castle.png,Places
european_castle,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/european_castle.png,Places
tent,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/tent.png,Places
factory,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/factory.png,Places
tokyo_tower,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/tokyo_tower.png,Places
japan,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/japan.png,Places
mount_fuji,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/mount_fuji.png,Places
sunrise_over_mountains,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/sunrise_over_mountains.png,Places
sunrise,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/sunrise.png,Places
stars,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/stars.png,Places
statue_of_liberty,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/statue_of_liberty.png,Places
bridge_at_night,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/bridge_at_night.png,Places
carousel_horse,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/carousel_horse.png,Places
rainbow,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/rainbow.png,Places
ferris_wheel,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/ferris_wheel.png,Places
fountain,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/fountain.png,Places
roller_coaster,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/roller_coaster.png,Places
ship,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/ship.png,Places
speedboat,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/speedboat.png,Places
boat,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/boat.png,Places
sailboat,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/sailboat.png,Places
rowboat,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/rowboat.png,Places
anchor,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/anchor.png,Places
rocket,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/rocket.png,Places
airplane,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/airplane.png,Places
helicopter,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/helicopter.png,Places
steam_locomotive,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/steam_locomotive.png,Places
tram,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/tram.png,Places
mountain_railway,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/mountain_railway.png,Places
bike,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/bike.png,Places
aerial_tramway,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/aerial_tramway.png,Places
suspension_railway,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/suspension_railway.png,Places
mountain_cableway,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/mountain_cableway.png,Places
tractor,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/tractor.png,Places
blue_car,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/blue_car.png,Places
oncoming_automobile,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/oncoming_automobile.png,Places
car,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/car.png,Places
red_car,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/red_car.png,Places
taxi,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/taxi.png,Places
oncoming_taxi,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/oncoming_taxi.png,Places
articulated_lorry,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/articulated_lorry.png,Places
bus,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/bus.png,Places
oncoming_bus,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/oncoming_bus.png,Places
rotating_light,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/rotating_light.png,Places
police_car,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/police_car.png,Places
oncoming_police_car,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/oncoming_police_car.png,Places
fire_engine,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/fire_engine.png,Places
ambulance,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/ambulance.png,Places
minibus,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/minibus.png,Places
truck,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/truck.png,Places
train,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/train.png,Places
station,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/station.png,Places
train2,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/train2.png,Places
bullettrain_front,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/bullettrain_front.png,Places
bullettrain_side,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/bullettrain_side.png,Places
light_rail,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/light_rail.png,Places
monorail,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/monorail.png,Places
railway_car,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/railway_car.png,Places
trolleybus,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/trolleybus.png,Places
ticket,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/ticket.png,Places
fuelpump,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/fuelpump.png,Places
vertical_traffic_light,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/vertical_traffic_light.png,Places
traffic_light,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/traffic_light.png,Places
warning,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/warning.png,Places
construction,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/construction.png,Places
beginner,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/beginner.png,Places
atm,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/atm.png,Places
slot_machine,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/slot_machine.png,Places
busstop,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/busstop.png,Places
barber,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/barber.png,Places
hotsprings,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/hotsprings.png,Places
checkered_flag,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/checkered_flag.png,Places
crossed_flags,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/crossed_flags.png,Places
izakaya_lantern,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/izakaya_lantern.png,Places
moyai,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/moyai.png,Places
circus_tent,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/circus_tent.png,Places
performing_arts,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/performing_arts.png,Places
round_pushpin,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/round_pushpin.png,Places
triangular_flag_on_post,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/triangular_flag_on_post.png,Places
jp,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/jp.png,Places
kr,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/kr.png,Places
cn,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/cn.png,Places
us,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/us.png,Places
fr,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/fr.png,Places
es,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/es.png,Places
it,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/it.png,Places
ru,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/ru.png,Places
gb,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/gb.png,Places
uk,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/uk.png,Places
de,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/de.png,Places
one,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/one.png,Symbols
two,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/two.png,Symbols
three,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/three.png,Symbols
four,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/four.png,Symbols
five,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/five.png,Symbols
six,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/six.png,Symbols
seven,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/seven.png,Symbols
eight,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/eight.png,Symbols
nine,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/nine.png,Symbols
keycap_ten,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/keycap_ten.png,Symbols
1234,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/1234.png,Symbols
zero,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/zero.png,Symbols
hash,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/hash.png,Symbols
symbols,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/symbols.png,Symbols
arrow_backward,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/arrow_backward.png,Symbols
arrow_down,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/arrow_down.png,Symbols
arrow_forward,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/arrow_forward.png,Symbols
arrow_left,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/arrow_left.png,Symbols
capital_abcd,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/capital_abcd.png,Symbols
abcd,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/abcd.png,Symbols
abc,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/abc.png,Symbols
arrow_lower_left,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/arrow_lower_left.png,Symbols
arrow_lower_right,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/arrow_lower_right.png,Symbols
arrow_right,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/arrow_right.png,Symbols
arrow_up,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/arrow_up.png,Symbols
arrow_upper_left,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/arrow_upper_left.png,Symbols
arrow_upper_right,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/arrow_upper_right.png,Symbols
arrow_double_down,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/arrow_double_down.png,Symbols
arrow_double_up,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/arrow_double_up.png,Symbols
arrow_down_small,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/arrow_down_small.png,Symbols
arrow_heading_down,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/arrow_heading_down.png,Symbols
arrow_heading_up,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/arrow_heading_up.png,Symbols
leftwards_arrow_with_hook,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/leftwards_arrow_with_hook.png,Symbols
arrow_right_hook,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/arrow_right_hook.png,Symbols
left_right_arrow,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/left_right_arrow.png,Symbols
arrow_up_down,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/arrow_up_down.png,Symbols
arrow_up_small,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/arrow_up_small.png,Symbols
arrows_clockwise,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/arrows_clockwise.png,Symbols
arrows_counterclockwise,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/arrows_counterclockwise.png,Symbols
rewind,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/rewind.png,Symbols
fast_forward,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/fast_forward.png,Symbols
information_source,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/information_source.png,Symbols
ok,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/ok.png,Symbols
twisted_rightwards_arrows,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/twisted_rightwards_arrows.png,Symbols
repeat,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/repeat.png,Symbols
repeat_one,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/repeat_one.png,Symbols
new,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/new.png,Symbols
top,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/top.png,Symbols
up,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/up.png,Symbols
cool,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/cool.png,Symbols
free,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/free.png,Symbols
ng,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/ng.png,Symbols
cinema,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/cinema.png,Symbols
koko,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/koko.png,Symbols
signal_strength,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/signal_strength.png,Symbols
u5272,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/u5272.png,Symbols
u5408,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/u5408.png,Symbols
u55b6,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/u55b6.png,Symbols
u6307,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/u6307.png,Symbols
u6708,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/u6708.png,Symbols
u6709,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/u6709.png,Symbols
u6e80,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/u6e80.png,Symbols
u7121,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/u7121.png,Symbols
u7533,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/u7533.png,Symbols
u7a7a,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/u7a7a.png,Symbols
u7981,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/u7981.png,Symbols
sa,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/sa.png,Symbols
restroom,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/restroom.png,Symbols
mens,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/mens.png,Symbols
womens,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/womens.png,Symbols
baby_symbol,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/baby_symbol.png,Symbols
no_smoking,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/no_smoking.png,Symbols
parking,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/parking.png,Symbols
wheelchair,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/wheelchair.png,Symbols
metro,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/metro.png,Symbols
baggage_claim,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/baggage_claim.png,Symbols
accept,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/accept.png,Symbols
wc,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/wc.png,Symbols
potable_water,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/potable_water.png,Symbols
put_litter_in_its_place,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/put_litter_in_its_place.png,Symbols
secret,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/secret.png,Symbols
congratulations,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/congratulations.png,Symbols
m,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/m.png,Symbols
passport_control,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/passport_control.png,Symbols
left_luggage,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/left_luggage.png,Symbols
customs,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/customs.png,Symbols
ideograph_advantage,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/ideograph_advantage.png,Symbols
cl,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/cl.png,Symbols
sos,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/sos.png,Symbols
id,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/id.png,Symbols
no_entry_sign,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/no_entry_sign.png,Symbols
underage,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/underage.png,Symbols
no_mobile_phones,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/no_mobile_phones.png,Symbols
do_not_litter,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/do_not_litter.png,Symbols
non-potable_water,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/non-potable_water.png,Symbols
no_bicycles,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/no_bicycles.png,Symbols
no_pedestrians,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/no_pedestrians.png,Symbols
children_crossing,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/children_crossing.png,Symbols
no_entry,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/no_entry.png,Symbols
eight_spoked_asterisk,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/eight_spoked_asterisk.png,Symbols
sparkle,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/sparkle.png,Symbols
eight_pointed_black_star,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/eight_pointed_black_star.png,Symbols
heart_decoration,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/heart_decoration.png,Symbols
vs,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/vs.png,Symbols
vibration_mode,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/vibration_mode.png,Symbols
mobile_phone_off,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/mobile_phone_off.png,Symbols
chart,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/chart.png,Symbols
currency_exchange,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/currency_exchange.png,Symbols
aries,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/aries.png,Symbols
taurus,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/taurus.png,Symbols
gemini,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/gemini.png,Symbols
cancer,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/cancer.png,Symbols
leo,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/leo.png,Symbols
virgo,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/virgo.png,Symbols
libra,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/libra.png,Symbols
scorpius,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/scorpius.png,Symbols
sagittarius,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/sagittarius.png,Symbols
capricorn,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/capricorn.png,Symbols
aquarius,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/aquarius.png,Symbols
pisces,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/pisces.png,Symbols
ophiuchus,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/ophiuchus.png,Symbols
six_pointed_star,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/six_pointed_star.png,Symbols
negative_squared_cross_mark,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/negative_squared_cross_mark.png,Symbols
a,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/a.png,Symbols
b,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/b.png,Symbols
ab,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/ab.png,Symbols
o2,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/o2.png,Symbols
diamond_shape_with_a_dot_inside,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/diamond_shape_with_a_dot_inside.png,Symbols
recycle,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/recycle.png,Symbols
end,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/end.png,Symbols
back,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/back.png,Symbols
on,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/on.png,Symbols
soon,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/soon.png,Symbols
clock1,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clock1.png,Symbols
clock130,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clock130.png,Symbols
clock10,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clock10.png,Symbols
clock1030,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clock1030.png,Symbols
clock11,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clock11.png,Symbols
clock1130,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clock1130.png,Symbols
clock12,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clock12.png,Symbols
clock1230,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clock1230.png,Symbols
clock2,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clock2.png,Symbols
clock230,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clock230.png,Symbols
clock3,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clock3.png,Symbols
clock330,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clock330.png,Symbols
clock4,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clock4.png,Symbols
clock430,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clock430.png,Symbols
clock5,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clock5.png,Symbols
clock530,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clock530.png,Symbols
clock6,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clock6.png,Symbols
clock630,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clock630.png,Symbols
clock7,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clock7.png,Symbols
clock730,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clock730.png,Symbols
clock8,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clock8.png,Symbols
clock830,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clock830.png,Symbols
clock9,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clock9.png,Symbols
clock930,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/clock930.png,Symbols
heavy_dollar_sign,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/heavy_dollar_sign.png,Symbols
copyright,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/copyright.png,Symbols
registered,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/registered.png,Symbols
tm,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/tm.png,Symbols
x,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/x.png,Symbols
heavy_exclamation_mark,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/heavy_exclamation_mark.png,Symbols
bangbang,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/bangbang.png,Symbols
interrobang,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/interrobang.png,Symbols
o,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/o.png,Symbols
heavy_multiplication_x,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/heavy_multiplication_x.png,Symbols
heavy_plus_sign,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/heavy_plus_sign.png,Symbols
heavy_minus_sign,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/heavy_minus_sign.png,Symbols
heavy_division_sign,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/heavy_division_sign.png,Symbols
white_flower,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/white_flower.png,Symbols
100,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/100.png,Symbols
heavy_check_mark,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/heavy_check_mark.png,Symbols
ballot_box_with_check,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/ballot_box_with_check.png,Symbols
radio_button,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/radio_button.png,Symbols
link,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/link.png,Symbols
curly_loop,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/curly_loop.png,Symbols
wavy_dash,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/wavy_dash.png,Symbols
part_alternation_mark,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/part_alternation_mark.png,Symbols
trident,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/trident.png,Symbols
black_small_square,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/black_small_square.png,Symbols
white_small_square,https://www.webfx.com/tools/emoji-cheat-sheet/graphics/emojis/white_small_square.png,Symbols
