name,number,type
22989-高级大数据开发工程师（深圳）,1,技术类
25664-公检法行业架构师（北京/深圳/广州/上海/成都）,7,技术类
TA-领导力培训（深圳）,1,职能类
30620-腾讯广告微信广告高级大数据开发工程师（深圳）,1,技术类
15575-《王者荣耀》高级客户端开发工程师（成都）,2,技术类
TEG05-Windows安全开发工程师（深圳）,1,技术类
25664-腾讯云经营分析岗（深圳）,1,产品/项目类
TEG13-数据挖掘工程师（深圳）,1,技术类
24987-技术动画（上海）,1,设计类
15570-交互设计师,1,设计类
TME-腾讯音乐项目经理（深圳）,1,产品/项目类
26699-智慧零售业务中心开发组长（上海or深圳）,1,技术类
15573-SLG手游资深策划（上海）,1,产品/项目类
15573-资深世界观文案策划（上海）,1,产品/项目类
27730-娱乐短视频运营（北京）,1,内容编辑类
WXG11-微信读书活动运营,1,产品/项目类
WXG10-119 企业微信PC端开发工程师（广州）,1,技术类
PCG17-手Q厘米秀客户端开发（深圳）,1,技术类
31504-腾讯云大客户售后海外客户高级技术顾问（日本/韩国/北上深成）,2,技术类
31504-AI机器人后台开发工程师（python）,2,技术类
22989-腾讯云学院产品运营经理,1,产品/项目类
22989-人工智能产品经理,1,产品/项目类
18796-平台业务经营分析师（深圳）,1,技术类
PCG04-web前端高级开发工程师,1,技术类
WXG11-微信读书高级推荐算法工程师（推荐系统）,1,技术类
22989-腾讯云云市场行业拓展经理,2,市场类
22989-腾讯云云市场用户成长运营,1,市场类
22989-腾讯云云市场用户服务运营,1,市场类
22989-腾讯云市场产品PHP/Python/go开发工程师,2,技术类
22989-腾讯云市场产品WEB开发工程师,2,技术类
TME-数据挖掘/分析高级工程师,1,技术类
21087-DNF手游渠道活动运营(深圳),1,产品/项目类
21087-DNF手游版本管理与数据分析（深圳）,1,产品/项目类
22989-腾讯云区域高级交付工程师（深圳总部）,3,技术类
22989-腾讯云区域高级交付工程师（上海）,3,技术类
32032-移动游戏高级后台开发工程师（深圳）,1,技术类
15712-游戏UI视觉设计(深圳),1,设计类
19511-游戏学院行业合作运营经理(深圳）,1,产品/项目类
23518-内容规划经理（深圳）,1,产品/项目类
14376-政府关系经理（广州）,1,职能类
30625-腾讯广告KA效果电商行业运营经理,1,产品/项目类
25669-腾讯云合作运营经理（深圳）,1,市场类
23295-互娱艺人选角合作经理（北京）,1,市场类
23671-企鹅号大数据研发工程师,1,技术类
15851-游戏音频开发工程师（深圳）,1,技术类
15851-游戏GPU系统工程师(深圳),1,技术类
15851-游戏人工智能研究员（深圳）,1,技术类
22989-腾讯云存储COS后台研发工程师（深圳）,1,技术类
CSIG02-智慧社区产品经理（深圳）,1,产品/项目类
30625-腾讯广告产品运营经理-（数据策略产品方向）,1,产品/项目类
PCG04-工程效率改进经理（深圳）,1,产品/项目类
TEG15-风控（海外）策略及数据分析工程师（深圳）,1,技术类
TEG15-数据库研发高级工程师（深圳）,1,技术类
22989-高级Web前端开发工程师（深圳）,1,技术类
25923-高级运维开发工程师（深圳）,1,技术类
30625-腾讯广告KA项目销售经理,1,市场类
25923-弹性计算研发工程师（深圳）,1,技术类
WXG10-411 企业邮箱UI视觉设计师（广州）,1,设计类
14376-文化福利经理（广州）,1,职能类
25923-自研游戏技术运营工程师（深圳）,1,技术类
TME-全民K歌平台基础后台工程师(深圳）,1,技术类
15605-手游服务器开发工程师（深圳）,2,技术类
WXG01-117 微信Android开发工程师（深圳）,1,技术类
TEG15-数据挖掘工程师（深圳）,1,技术类
25663-腾讯云国际业务技术咨询/实施专家（深圳）,1,技术类
TEG13-数据挖掘算法工程师（深圳）,2,技术类
25663-腾讯云区块链高级产品经理（北京）,1,产品/项目类
23293-互娱品牌经理（棋牌类）,1,市场类
WXG10-411 企业微信视觉设计（广州）,1,设计类
28966-移动端高级UI设计师(深圳),1,设计类
TEG04-腾讯乐享产品合作伙伴高级管理经理（深圳）,1,产品/项目类
15571-射击手游后台开发工程师（深圳）,2,技术类
PCG16-游戏信息流运营,1,产品/项目类
23674-新闻Web前端开发高级工程师（北京）,1,技术类
32342-腾讯影业商业分析师,1,市场类
32032-游戏客户端开发高级工程师（深圳）,1,技术类
25666-商务投标及产品上市导入（GTM）专家（北京）,1,市场类
21527-腾讯音乐高级内部审计师（深圳）,2,职能类
21089-本地化游戏策划（深圳）,2,产品/项目类
22989-腾讯云物联网方向研发leader,1,技术类
22989-腾讯云计费后台开发工程师（深圳）,1,技术类
25927-自动化测试架构师（上海）,1,技术类
WXG03-212 小程序技术支持工程师（广州）,1,技术类
WXG08-111 微信搜索推荐数据分析工程师（北京）,1,技术类
WXG02-微信通话音频内核开发工程师（深圳/广州/北京/成都）,1,技术类
30621-腾讯社交广告算法工程师（新闻视频广告 深圳）,1,技术类
26699-智慧零售业务中心前端开发（深圳）,1,技术类
15612-游戏运营（数据分析方向）,1,产品/项目类
6709-Post Deal Management Manager ,2,市场类
15611-海外市场策划（深圳）,1,产品/项目类
GY0-【国际业务部】Business Development Manager(Malaysia),1,市场类
25666-腾讯云传统企业销售经理,1,市场类
25666-化工行业大客户销售经理,1,市场类
CSIG16-自动驾驶应用软件工程师,1,技术类
25666-商务投标及产品上市导入（GTM）专家（深圳总部）,1,市场类
WXG02-113 微信云平台后台开发工程师（广州）,1,技术类
22989-腾讯云虚拟化高级研发工程师（深圳）,1,技术类
22989-腾讯云中间件高级后台开发工程师（深圳）,3,技术类
22989-腾讯云MongoDB高级架构师,1,技术类
31506-项目经理,1,产品/项目类
TME-多媒体算法科学家,1,技术类
27564-版本管理,1,产品/项目类
PCG10-知识图谱算法工程师,1,技术类
WXG02-121 微信视频内核高级/专家工程师（深圳/北京/广州/成都/上海）,1,技术类
28937-移动游戏专项测试工程师（深圳）,1,技术类
20503-优图专项测试工程师（上海）,1,技术类
25928-高级3D引擎工程师 （深圳）,1,技术类
26563-战略发展经理（深圳）,1,市场类
26563-日本商务经理（深圳）,2,市场类
PCG10-全栈（前端）开发工程师,1,技术类
32032-高级关卡策划（上海）,1,产品/项目类
22989-交付经营管理高级运营经理(深圳）,1,产品/项目类
22989-软件交付项目主管（深圳）,1,产品/项目类
22989-交付质量管理工程师（深圳）,1,技术类
25928-分布式机器学习系统高级工程师,2,技术类
32032-资深游戏美术3D动画（上海）,1,设计类
CSIG16-地图大数据挖掘工程师,1,技术类
TEG13-安全策略工程师（深圳）,1,技术类
24987-动画特效设计师,1,设计类
25928-客户端开发高级工程师（深圳）,1,技术类
25928-后台开发高级工程师（深圳）,1,技术类
23292-互娱DNF内容经理（深圳）,2,市场类
TEG11-高级后台开发工程师（北京）,1,技术类
29923-天天P图高级UI视觉设计师（上海）,1,设计类
25928-深度学习高级研发工程师,2,技术类
25925-大客户管家（深圳）,10,客户服务类
TEG03-数据平台产品中心总监（深圳）,1,产品/项目类
TEG03-高级爬虫工程师（深圳）,1,技术类
25928-高级PC客户端开发工程师（深圳）,1,技术类
15579-3D游戏特效设计（深圳）,1,设计类
TEG11-反垃圾算法工程师（深圳）,1,技术类
25924-数据分析高级产品经理BI（深圳）,1,产品/项目类
WXG03-211 公众平台数据运营（广州）,1,产品/项目类
WXG03-211小程序数据分析（广州）,1,技术类
TEG11-高级AI后台开发工程师（深圳）,1,技术类
26699-智慧零售大客户销售副组长(上海),1,市场类
28481-觅影医疗数据产品经理,2,产品/项目类
TME-全民k歌运营开发工程师（深圳）,1,技术类
15575-《王者荣耀》高级引擎开发工程师（成都）,2,技术类
CSIG07-桌面安全产品部高级交互设计师（深圳）,1,设计类
21229-内部合作运营支持（上海）,1,产品/项目类
25928-游戏AI高级算法工程师（深圳）,2,技术类
25927-游戏AI平台高级工程师,1,技术类
25927-游戏AI平台工程师,1,技术类
TEG11-AI后台开发工程师（深圳）,2,技术类
25663-腾讯云海外架构师（北京/上海/深圳）,1,技术类
28605-212 微信境外支付高级产品策划经理（深圳）,1,产品/项目类
25928-高级移动客户端开发工程师（深圳）,1,技术类
25928-高级语音算法工程师（深圳）,1,技术类
IEG-天美工作室HRBP（深圳）,1,职能类
WXG03-211 公众平台产品运营（广州）,1,产品/项目类
30616-投资者关系,1,职能类
PCG04-短视频高级后台开发工程师（深圳）,1,技术类
19838-影视立项统筹,1,市场类
19838-影视公共事务经理,1,市场类
TEG04-腾讯乐享产品行业应用顾问（深圳）,1,产品/项目类
TEG04-腾讯乐享产品售前工程师（深圳）,1,技术类
28481-腾讯互联网医院高级产品经理（深圳）,2,产品/项目类
WXG01-微信高级交互设计师（广州）,1,设计类
21090-游戏运营（深圳）,1,产品/项目类
21090-高级游戏策划（深圳）,1,产品/项目类
21090-游戏评测,1,产品/项目类
21090-网站运营,1,产品/项目类
PCG10-浏览器功能应用Android开发工程师,1,技术类
28481-腾讯健康高级产品经理（深圳）,2,产品/项目类
15614-RPG游戏运营经理,1,产品/项目类
25924-高级项目经理,1,产品/项目类
PCG20-企业文化高级经理（北京/深圳）,1,职能类
PCG20-企业文化高级经理（北京/深圳）,1,职能类
22989-物联网行业产品策划经理,1,产品/项目类
22989-分布式数据库产品经理（北京/深圳/成都）,2,产品/项目类
15583-手游单局战斗策划（深圳）,2,产品/项目类
15583-手游2D场景设计师（深圳）,1,设计类
15583-日语项目协调管理（深圳）,2,产品/项目类
27553-腾讯音乐人产品策划（深圳）,1,产品/项目类
TME-音乐人产品策划,1,产品/项目类
28481-医疗健康行业运营经理（深圳）,1,产品/项目类
S2-IT审计经理（深圳）,2,职能类
30627-腾讯广告渠道管理经理,1,市场类
25928-分布式数据库系统研发高级工程师,1,技术类
25664-运维开发工程师（广州）,2,技术类
25664-集成/交付类交付项目经理（深圳）,1,产品/项目类
WXG02-116 微信小程序专项测试工程师（广州）,1,技术类
21309-企鹅辅导初高中物理教研教学老师（深圳）,1,产品/项目类
27193-互娱Web前端多媒体互动开发工程师（深圳）,1,技术类
28297-RTS手游本地化策划,1,产品/项目类
GY0-【国际业务部】测试工程师（深圳）,1,技术类
15583-3D场景地图关卡编辑（深圳）,2,设计类
21309-深圳市腾讯教育科技有限公司高中生物、史地政学科老师（深圳）,4,产品/项目类
21309-深圳市腾讯教育科技有限公司排版设计师（深圳）,1,产品/项目类
TEG06-安全渗透高级工程师（深圳）,1,技术类
TEG06-云原生架构师（深圳）,1,技术类
TEG06-容器平台高级开发工程师（深圳）,1,技术类
28481-医疗健康高级后台开发工程师（深圳）,1,技术类
TEG09-云架构平台运营开发工程师（深圳）,1,技术类
23295-互娱数据营销平台DMP后台开发工程师（深圳）,1,技术类
28297-RTS手游商业化和活动策划,1,产品/项目类
TME-QQ音乐商业化产品策划（深圳）,1,产品/项目类
19332-企点产品高级产品经理（上海）,1,产品/项目类
18428-AI应用研发工程师,1,技术类
30627-腾讯广告SMB婚纱行业运营经理（北京）,1,市场类
27092-应用宝游戏产品运营（深圳）,1,产品/项目类
25928-语音测试开发工程师（深圳）,1,技术类
21557-音视频后台开发工程师（深圳）,1,技术类
23293-互娱战术竞技手游品牌经理（赛事方向）（深圳）,1,市场类
25925-腾讯游戏VIP高级产品经理（深圳）,2,产品/项目类
TEG17-医学AI算法研究员（深圳）,3,技术类
WXG02-113 微信分布式架构后台工程师（广州）,1,技术类
27087-高级创意经理-美术方向（深圳）,1,市场类
21309-深圳市腾讯教育科技有限公司SEM专员(深圳）,1,产品/项目类
ZL-商业分析经理（TEG）,1,市场类
ZL-Investment & Business Analysis Manager,1,市场类
EC-教育创想空间策展经理,1,设计类
18796-腾讯即玩云游戏高级产品经理（深圳）,2,产品/项目类
22989-存储产品策划经理,1,产品/项目类
27092-应用宝高级算法工程师（深圳）,2,技术类
TEG11-搜索排序算法工程师(深圳),1,技术类
CSIG16-高级安全工程师 ,1,技术类
25928-AI客户端开发工程师 (深圳),1,技术类
24491-王者荣耀全球版-手游服务器开发工程师,1,技术类
25666-教育云商务拓展（北京/成都）,1,市场类
25664-腾讯云政府生态合作经理（深圳、北京）,1,产品/项目类
PCG04-数据挖掘工程师（深圳）,1,技术类
WXG02-113 微信分布式架构高级后台工程师（广州）,2,技术类
30360-QQ空间产品运营经理,2,产品/项目类
25666-腾讯云游戏商务拓展（面向海外）（日本/韩国）,1,市场类
25663-腾讯云游戏解决方案架构师（海外）,2,技术类
WXG08-122 微信翻译算法工程师（广州）,1,技术类
25666-工业交通客户经理,4,市场类
19332-数据挖掘组leader（上海）,1,技术类
TEG03-广告推荐运维工程师（深圳）,1,技术类
TME-全民K歌PC客户端开发,2,技术类
23486-高级交互设计师（深圳）,1,设计类
CSIG16-车联网架构师（北京）,1,技术类
PCG14-应用宝前端开发工程师（深圳）,1,技术类
26699-智慧零售高级市场传播经理,1,市场类
15605-手游客户端开发工程师（深圳）,1,技术类
25664-服务合作伙伴管理经理（深圳）,1,产品/项目类
WXG02-113 微信安全后台开发工程师（广州/深圳）,1,技术类
PCG09-信息流NLP高级研究员,1,技术类
PCG09-浏览器信息流用户增长产品经理（深圳）,1,产品/项目类
CSIG16-车联网项目经理（深圳）,1,产品/项目类
26564-PHP后台开发工程师（深圳）,1,技术类
TEG02-边缘计算平台后台开发工程师,2,技术类
15575-高级引擎开发工程师（成都）,1,技术类
30626-腾讯广告渠道管理专员（上海）,1,市场类
22989-工业AI平台-产品经理（深圳总部）,1,产品/项目类
29912-短视频社区高级后台开发工程师,2,技术类
29912-数据分析-增长,1,技术类
WXG02-153 微信质量管理工程师（运营QA）（ 广州/深圳）,1,技术类
WXG02-113 微信后台开发工程师（广州）,1,技术类
22989-腾讯云视频云产品技术支持（成都）,1,技术类
24987-FPS游戏运营活动策划,1,产品/项目类
CSIG16-导航诱导服务高级产品经理,1,产品/项目类
TEG01-自然语言处理工程师（深圳）,2,技术类
WXG02-133 微信小程序运维工程师（广州）,1,技术类
22989-腾讯云大数据应用高级产品经理（深圳）,1,产品/项目类
CSIG16-地图数据平台Web前端研发工程师,1,技术类
TEG12-后台开发工程师（深圳）,4,技术类
21229-Android资深研发工程师（上海）,1,技术类
21229-iOS资深研发工程师（上海）,1,技术类
CSIG17-测试开发高级工程师,1,技术类
22989-专有云中间件运维工程师（深圳/北京/上海）,2,技术类
22989-专有云平台运维工程师（深圳/北京/上海）,2,技术类
18435-数据平台开发工程师,1,技术类
23295-互娱游戏品牌合作经理（深圳）,1,市场类
23295-互娱移动游戏渠道营销拓展渠道经理（深圳）,2,市场类
WXG02-136 微信运营资源规划工程师（广州）,1,技术类
WXG02-133 微信支付运维工程师（深圳）,2,技术类
29050-CII产品合规经理,2,职能类
29050-CII产品合规经理,2,职能类
29050-跨境安全经理/专家,2,职能类
HY6-互娱内容营销方向市场推广经理（太原）,1,市场类
25663-Tencent cloud game solution architect (overseas)（日本/韩国）,5,技术类
18796-专项技术测试(深圳）,1,技术类
25666-Tencent Cloud BD Manager – Gaming（Overseas - Japan/Korea）,5,市场类
15616-高级3D场景美术师（上海）,1,设计类
29912- 微视用户运营,1,产品/项目类
TEG11-自然语言处理研究员（深圳）,1,技术类
TEG11-推荐系统算法研发工程师（北京）,1,技术类
TME-QQ音乐平台Web前端工程师（深圳）,1,技术类
26563-PC客户端开发工程师(深圳）,1,技术类
PCG09-安卓客户端开发,2,技术类
30359-服务管理高级工程师,1,技术类
PCG17-QQ支付数据开发工程师(深圳）,1,技术类
PCG16-ACG社区UGC运营leader,1,产品/项目类
16810-腾讯动漫同人运营 ,1,内容编辑类
16810-腾讯动漫原画设计,1,设计类
22989-AI大数据项目经理,1,产品/项目类
22989-JVM技术专家（深圳、北京、成都）,3,技术类
TB-投资运营经理（增值服务）,1, 
25669-腾讯云社群运营经理（深圳）,1,产品/项目类
25669-腾讯云课程运营经理（深圳）,1,产品/项目类
22989-工业AI平台-产品架构师（上海）,1,技术类
22989-工业AI平台-产品架构师（深圳总部）,1,技术类
22989-工业AI平台-产品经理（上海）,1,产品/项目类
29777-腾讯云广电行业方案架构师（北京/上海/深圳）（深圳总部）,1,技术类
29777-腾讯云广电行业方案架构师（北京/上海/深圳）（北京）,1,技术类
29777-腾讯云广电行业方案架构师（北京/上海/深圳）（上海）,1,技术类
27192-互娱商业分析经理（深圳）,1,市场类
30628-腾讯广告商务平台产品经理（北京）,1,产品/项目类
27087-高级创意经理-策划方向,1,市场类
15602-2D角色和场景设计,1,设计类
18425-金融人工智能高级研究员,1,技术类
WXG02-154 微信游戏系统测试工程师（深圳）,1,技术类
PCG16-精品游戏平台运营,2,产品/项目类
PCG16-游戏类信息流社区运营,2,产品/项目类
PCG16-信息流后台开发工程师（深圳）,4,技术类
HY6-互娱运营开发工程师（深圳）,1,技术类
PCG16-游戏内容Android开发工程师（深圳）,1,技术类
15602-动画分镜设计（深圳）,1,设计类
25928-项目管理经理（深圳）,1,产品/项目类
29050-跨境安全经理/专家,2,职能类
29050-CII政策发展经理,2,职能类
29050-CII政策发展经理,2,职能类
22989-腾讯云高级文档开发经理（深圳）,1,产品/项目类
WXG09-332 微信支付高级品牌经理（深圳）,1,市场类
28603-113 微信支付核心资金开发工程师（深圳）,1,技术类
28994-区块链底层开发工程师（深圳）,2,技术类
25923-海外游戏技术运营工程师（深圳）,1,技术类
15575-《王者荣耀》动画影视主编（成都）,1,内容编辑类
15575-《王者荣耀》资深美术宣传图原画设计师（成都）,1,设计类
16175-日本商业化策划（深圳）,1,产品/项目类
22989-腾讯云UI开发工程师（深圳）,2,设计类
CSIG16-地图POI平台前端Web研发工程师,1,技术类
25924-内容AI算法工程师（上海）,4,技术类
PCG04-高级测试开发工程师（深圳）,1,技术类
PCG04-AI线上实验平台高级研发工程师（深圳）,1,技术类
TME-全民K歌产品运营策划（深圳）,1,产品/项目类
WXG10-113 企业微信Web后台开发工程师（广州）,1,技术类
WXG08-122 微信搜索机器学习算法工程师（北京）,1,技术类
AQ-司法协作经理（上海）,3,职能类
22989-高级Linux内核/虚拟化运维工程师（深圳）,1,技术类
25666-游戏云KA sales,2,市场类
25666-游戏云KA sales,2,市场类
22989-腾讯云音视频高级开发工程师（深圳）,1,技术类
18427-理财通开发工程师,1,技术类
22989-腾讯云PAAS产品中心web前端开发（深圳）,2,技术类
TEG13-运维开发工程师（深圳）,1,技术类
15614-slg主策划（上海）,1,产品/项目类
30627-腾讯广告SMB渠道运营经理,1,市场类
21309-创新产品-iOS开发工程师（深圳）,1,技术类
PCG09-QQ看点产品策划经理（互动类）,1,产品/项目类
14173-领导力专家（深圳/上海/北京）,1,职能类
CSIG16-车联网视觉设计师（北京）,2,设计类
TEG05-Linux后台开发工程师（深圳）,3,技术类
22989-腾讯云生态高级产品经理（深圳）,1,产品/项目类
15614-技术美术（上海）,1,设计类
15614-UE4手游客户端开发（上海）,1,技术类
22989-腾讯云资源管理规划工程师（深圳）,2,技术类
15602-高级游戏2D角色原画（深圳）,1,设计类
15616-高级UE4引擎图形开发工程师（上海）,1,技术类
31458-信用卡高级产品经理,1,产品/项目类
20354-腾讯云网络安全研究员,1,技术类
TEG05-Linux后台开发工程师（深圳）,1,技术类
CSIG17-高级测试工程师,1,技术类
31504-腾讯云大客户售后高级技术顾问（深圳/北京/上海/成都）（上海）,1,技术类
15616-UE4手游客户端开发工程师（上海）,1,技术类
PCG09-信息流内容策略产品经理,1,产品/项目类
PCG09-内容平台高级产品经理,1,产品/项目类
HGJ-senior legal counsel(MA),1,职能类
TEG04-高校合作项目经理（深圳）,1,产品/项目类
32032-游戏客户端开发高级工程师（深圳）,1,技术类
32032-游戏音频设计师（深圳）,1,产品/项目类
15583-UE4引擎游戏客户端开发（深圳）,3,技术类
15605-高级3D动画设计师(深圳),1,设计类
WH-员工关系经理（劳动关系方向）（深圳）,1,职能类
21557-视频编解码专家（北京/深圳/美国）,1,技术类
PCG17-厘米秀高级产品运营（深圳）,1,产品/项目类
"HGJ-Senior Legal Counsel, Tencent, HK M&A and Capital Markets（Hong Kong）",1,职能类
PCG09-内容安全和质量产品经理,1,产品/项目类
PCG09-高级产品经理(商业化产品),1,产品/项目类
29923-腾讯原创馆产品经理,1,产品/项目类
TEG04-知识管理产品Web前端开发（深圳）,1,技术类
TEG04-智慧校园产品高级售前工程师（深圳）,2,产品/项目类
PCG17-游戏数据分析师,1,产品/项目类
32032-高级游戏美术特效(深圳）,1,设计类
31967-直播平台运营经理（商业化方向）,1,产品/项目类
31967-企鹅电竞商业化运营经理（策划运营向）,1,产品/项目类
21309-在线教育-高级品牌设计师（深圳）,2,设计类
21309-在线教育-UI设计师（深圳）,2,设计类
22989-腾讯云块存储底层开发工程师（深圳）,2,技术类
28936-移动游戏运营协调组长（深圳）,1,产品/项目类
CD-安全经理（成都）,1,职能类
21309-3D动画设计师（深圳）,2,设计类
26699-智慧零售后台研发工程师（成都）,2,技术类
S2-Java应用开发工程师（深圳）,3,技术类
25924-后台开发工程师（深圳）,1,技术类
31967-企鹅电竞平台运营经理,1,产品/项目类
22989-腾讯云平台（培训）后台开发工程师（深圳）,2,技术类
30361-创新产品经理（深圳）,1,产品/项目类
WXG11-113 微信读书后台开发工程师（广州）,1,技术类
22989-腾讯云物联网方向产品架构师（ 深圳/上海）,1,技术类
TME-腾讯音乐音频机器学习算法工程师（深圳）,1,技术类
TME-腾讯音乐音频算法工程师（深圳）,1,技术类
30627-腾讯广告营销线/SMB产品运营经理,1,产品/项目类
21527-腾讯音乐风险管理及内部控制分析师（深圳）,8,职能类
19881-《王者荣耀》社区内容运营,1,产品/项目类
"HGJ-Senior Legal Counsel, Data Privacy",1,职能类
WXG10-117 企业微信Android客户端开发工程师（成都）,1,技术类
21882-腾讯医典高级产品经理（深圳）,1,产品/项目类
28603-113 微信支付架构后台开发工程师（深圳）,1,技术类
22989-腾讯云平台培训产品经理,2,产品/项目类
18425-境外资金渠道产品经理,1,产品/项目类
GY0-【国际业务部】JOOX海外音乐后台开发(深圳),1,技术类
28297-二次元赛道内外部平台合作（深圳）,1,产品/项目类
22989-腾讯云视觉设计师（深圳）,2,设计类
PCG10-NLP算法高级工程师,1,技术类
22989-腾讯云平台后台开发工程师（深圳）,2,技术类
GY0-【国际业务部】Content Editor(Indonesia),1,内容编辑类
25926-机器学习算法高级工程师,2,技术类
RP-HR交付管控专家(深圳),1,职能类
22090-信息流平台科技垂类内容运营,1,产品/项目类
CSIG16-行业解决方案架构师,1,产品/项目类
22989-腾讯云社区产品运营（深圳）,1,产品/项目类
TME-腾讯音乐音频检索算法工程师（深圳）,1,技术类
25928-测试开发工程师,1,技术类
15614-天刀3D游戏动画设计师（上海）,1,设计类
AQ-安全标准经理（深圳）,2,职能类
27730-短视频平台产品经理（深圳）,1,产品/项目类
29911-交互设计师,1,设计类
PCG10-用户增长产品经理,1,产品/项目类
FC-综合类采购商务主管,1,职能类
S2-CSIG税务管理经理(深圳),1,职能类
S2-Java开发工程师（深圳）,1,技术类
31967-直播平台运营经理（渠道运营方向）（上海）,1,产品/项目类
31967-直播平台运营经理（赛事方向）（深圳总部）,1,产品/项目类
TEG02-物联网无线网架构与规划工程师,1,技术类
TEG05-高级DDOS后台研发工程师（深圳）,2,技术类
28603-113 微信支付核心支付开发工程师(深圳),1,技术类
27261-高级舆情项目经理,2,职能类
22989-腾讯云AI产品高级咨询顾问（深圳北京）,1,技术类
18428-财付通清算业务开发工程师（深圳）,4,技术类
22989-腾讯云开发者社区产品策划（深圳）,1,产品/项目类
25927-游戏测试经理,1,技术类
25927-游戏测试经理,1,技术类
22989-运营开发高级工程师,1,技术类
CSIG15-翻译君机器学习高级工程师（北京）,1,技术类
29911-视觉设计师,1,设计类
S2-高级结算分析经理,1,职能类
21309-腾讯课堂-广告流量运营高级经理,1,产品/项目类
32032-3D角色设计(深圳),1,设计类
28937-高级游戏技术美术,2,设计类
TEG02-边缘计算平台架构工程师,1,技术类
25663-腾讯云高级后台开发(互联网业务)（北京）,1,技术类
22989-web前端开发工程师（深圳/上海）,2,技术类
PCG20-企业文化高级经理（北京/深圳）,1,职能类
22989-腾讯云存储产品经理,1,产品/项目类
22989-腾讯云生态产品运营经理 （深圳/北京/上海）,4,产品/项目类
16810-腾讯动漫业务管理经理,1,职能类
31506-运营型项目经理,1,产品/项目类
TEG02-物联网平台后台开发工程师（深圳）,1,技术类
TEG02-物联网平台后台开发工程师（北京）,1,技术类
TEG02-物联网平台前端开发工程师（深圳）,1,技术类
TEG02-物联网平台前端开发工程师（北京）,1,技术类
22989-腾讯云AI产品高级咨询顾问（深圳北京）,1,技术类
31458-通讯充值产品运营经理,1,产品/项目类
22989-腾讯云高级运维工程师,2,技术类
15579-互娱项目管理经理(深圳),1,产品/项目类
TEG09-视频AI处理资深工程师（深圳）,2,技术类
TEG09-CDN架构专家工程师（深圳）,1,技术类
27092-应用宝商业化内部合作经理（深圳）,1,市场类
22989-web前端开发工程师（深圳/上海/北京）,2,技术类
22989-资深算法工程师,2,技术类
22989-资深算法工程师,2,技术类
26563-游戏平台运营（深圳）,3,产品/项目类
26563-游戏平台运营,3,产品/项目类
TEG02-物联网平台架构工程师（深圳）,1,技术类
TEG02-物联网平台架构工程师（北京）,1,技术类
15602-UI组组长（深圳）,1,设计类
29313-影业财管经理（北京）,1,职能类
15612-手游后台开发工程师,1,技术类
28607-122 微信支付高级推荐算法工程师（深圳）,1,技术类
28607-122 微信支付自然语言处理高级工程师（深圳）,1,技术类
25664-高级交互设计师,1,设计类
22850-腾讯视频会员业务数据运营（北京）,1,产品/项目类
25667-战略BD-大数据基础及应用、AI（图像、语音算法等）、智能硬件方向,1,市场类
CSIG16-数据分析产品经理,1,产品/项目类
28604-113 微信支付支付应用开发工程师（深圳）,1,技术类
21882-腾讯医典高级后台开发（深圳）,1,技术类
26699-智慧零售后台研发工程师（上海）,2,技术类
25664-高级视觉设计师,1,设计类
PCG04-腾讯视频Web质量测试工程师（深圳）,1,技术类
29303-高级视觉设计师（深圳）,1,设计类
27092-应用宝产品运营（深圳）,1,产品/项目类
PCG14-应用宝Android终端开发工程师（深圳）,1,技术类
26699-智慧零售高级市场经理（活动管理/商务拓展）,1,市场类
CSIG02-腾讯云项目交付专家/顾问（深圳）,1,产品/项目类
30361-社交产品经理-付费向,1,产品/项目类
6486-IEG秘书（北京）,1,职能类
PCG16-高级游戏数据分析经理,2,产品/项目类
31112-腾讯视频web前端开发工程师(北京),1,技术类
PCG19-腾讯视频后台开发工程师（深圳）,1,技术类
PCG19-腾讯视频媒资后台开发工程师（深圳）,2,技术类
25666-腾讯云西南区域销售（成都）,2,市场类
TME-QQ音乐直播产品策划,1,产品/项目类
TME-QQ音乐社交Android开发工程师（深圳）,3,技术类
29313-PCG财务高级经理（北京）,2,职能类
25667-战略BD-泛互联网（视频、互联网、游戏等）方向【北京/深圳】,1,市场类
20503-优图上海-AI服务Linux后台研发工程师（上海）,1,技术类
22989-大数据AI综合应用后台开发工程师,1,技术类
22989-大数据AI综合应用Web前端开发工程师,2,技术类
S2-运维开发工程师（深圳）,1,技术类
CSIG16-质量评测研发工程师,1,技术类
29309-云战略生态部投后运营管理（深圳）,2, 
TME-中央曲库数据产品经理（深圳）,1,产品/项目类
27092-应用宝后台开发高级工程师（深圳）,2,技术类
21527-腾讯音乐PHP开发工程师（北京）,2,技术类
15612-高级技术美术(北京),2,设计类
22989-金融算法专家,1,技术类
22989-金融算法专家,1,技术类
25926-游戏安全机器学习工程师（深圳）,1,技术类
30624-腾讯广告行业大客户销售经理,1,市场类
28605-114 微信支付国际化业务开发工程师（深圳）,2,技术类
26563-游戏社区运营,1,产品/项目类
26563-游戏社区运营,1,产品/项目类
TEG10-云技术架构师（深圳）,3,技术类
27092-算法工程开发工程师（深圳）,1,技术类
CSIG17-高级测试工程师（深圳）,4,技术类
22989-腾讯云web前端高级工程师,2,技术类
CSIG16-车联网产品经理（智能座舱产品规划）（北京）,1,产品/项目类
26699-智慧零售大客户销售经理（深圳总部）,1,市场类
30624-腾讯广告华东食品饮料行业策划经理,1,市场类
