name,number,type
S2-PCG风控经理(北京）,1,职能类
15575-《王者荣耀》资深技术美术（成都）,2,设计类
PCG09-信息流数据分析产品经理,1,产品/项目类
29777-腾讯云工业行业方案架构师（北京/上海/成都）,3,技术类
28605-微信跨境支付区域运营经理（深圳）,1,产品/项目类
18425-海外钱包商户行业运营经理,1,产品/项目类
27092-增长策略产品经理（深圳）,1,产品/项目类
22989-腾讯云Serverless产品架构师（深圳）,1,产品/项目类
30359-数据高级产品经理,1,产品/项目类
30628-腾讯广告系统后台开发高级工程师（研发中心-深圳）,1,技术类
30628-腾讯广告推荐算法与系统工程师（研发中心-北京）,1,技术类
CSIG07-高级售前工程师（北京）,3,技术类
25666-腾讯云互联网金融KA销售（北京/上海/深圳）,4,市场类
25666-腾讯云银行业KA销售（北京/上海/深圳）,5,市场类
25666-华南区域政府行业销售（长沙/厦门/深圳/广州/南昌/海南）,5,市场类
25666-华南区域传统行业销售（深圳）,4,市场类
TME-高级公关经理（深圳）,1,市场类
22989-腾讯云弹性计算高级工程师（深圳总部）,1,技术类
22989-腾讯云弹性计算高级工程师（北京）,1,技术类
25666-腾讯云华东区域销售（上海/河南/山东）,2,市场类
29309-腾讯云生态内容运营经理（深圳）,1,产品/项目类
17229-刺激战场资深3D角色设计师 （深圳）,4,设计类
31506-云安全解决方案架构师（北京）,1,产品/项目类
31506-云安全解决方案架构师（深圳总部）,1,产品/项目类
GY0-【国际业务部】腾讯云海外商务拓展（深圳）,1,市场类
TME-QQ音乐桌面端开发工程师（深圳）,1,技术类
S2-预算及管理分析（深圳）,1,职能类
17229-刺激战场-动画设计师（深圳）,3,设计类
15665-绝地求生：刺激战场-社区内容运营(深圳),1,产品/项目类
15665-绝地求生：刺激战场-移动平台合作运营(深圳),1,产品/项目类
15611-WarSong 3D角色美术设计（深圳）,1,设计类
29314-合资公司CFO（北京）,1,职能类
WXG08-511 微信事业群部门秘书（深圳）,1,职能类
25666-交通行业销售（北京/上海/深圳）,6,市场类
32032-游戏主美术设计师（上海）,1,设计类
15575-《圣斗士星矢》高级动画设计师（成都）,1,设计类
25666-华南区域泛互联网行业销售（深圳）,4,市场类
25666-腾讯云保险业KA销售（北京/上海/深圳） ,3,市场类
31677-用户研究员（深圳）,1,设计类
31677-用户研究员（北京）,1,设计类
CSIG17-腾讯地图高级算法评测工程师（北京）,1,技术类
29777-互联网金融行业产品经理,1,产品/项目类
29303-计算机视觉高级研究员（深圳）,1,技术类
24987-3D场景美术（上海）,2,设计类
20354-腾讯云安全产品Web前端开发,1,技术类
SD3-游戏研发3D特效（深圳）,2,设计类
TEG09-P2P后台开发工程师(深圳）,1,技术类
TEG09-高级系统测试工程师（深圳）,2,技术类
PCG15-语音直播商业化产品经理（深圳）,1,产品/项目类
PCG15-语音直播用户运营经理（深圳）,1,产品/项目类
PCG15-语音社区运营经理（深圳）,1,产品/项目类
SD3-PUBG MOBILE 高级3D次世代角色设计师（深圳）,2,设计类
28481-医疗健康UI开发工程师（深圳）,1,设计类
SD3-PUBG MOBILE 高级3D特效设计师（深圳）,2,设计类
SD3-手游后台开发工程师（深圳）,1,技术类
SD3-手游客户端开发工程师（深圳）,2,技术类
SD3-互娱高级游戏策划(深圳),1,产品/项目类
31871-物料质量管控工程师,3,技术类
23671-企鹅号策略产品经理（推荐方向）,1,产品/项目类
23671-企鹅号视频内容分析高级算法工程师（北京）,2,技术类
30631-腾讯广告项目交付管理经理（商业分析方向）,1,市场类
TME-QQ音乐活动运营（深圳）,1,产品/项目类
29912-内容策略产品,1,产品/项目类
PCG20-部门秘书（深圳）,1,职能类
22989-腾讯云serverless高级后台开发工程师（深圳）,2,技术类
22989-大数据产品经理（成都）,1,产品/项目类
22989-经营平台后台开发,3,技术类
SD3-PUBG MOBILE 高级服务器开发工程师(深圳),2,技术类
SD3-PUBG MOBILE 高级2D角色原画设计师（深圳）,2,设计类
SD3-PUBG MOBILE 高级3D动作设计师（深圳）,2,设计类
TB-文档管理员（深圳）,2, 
PCG14-商业数据产品经理（深圳）,2,产品/项目类
WXG09-332 微信支付内容营销经理（深圳）,1,市场类
25666-腾讯云广电运营商客户经理（北京/上海/深圳/成都）,1,市场类
TEG14-移动端C++开发工程师,1,技术类
TEG14-音视频后台研发工程师,1,技术类
18402-ACT/ARPG手游商业化/本地化策划（深圳）,1,产品/项目类
31458-信用卡高级产品运营经理,2,产品/项目类
26699-智慧零售生态运营经理（深圳）,1,产品/项目类
26699-智慧零售生态运营经理（深圳/上海）,1,产品/项目类
PCG10-浏览器搜索后台开发工程师,1,技术类
32270-企鹅影视经纪人,1,市场类
PCG04-高级前端工程师（深圳）,1,技术类
CSIG17-大数据及AI测试工程师,1,技术类
24012-新手游后台开发工程师（深圳）,1,技术类
24012-新手游3D特效设计师（深圳）,1,设计类
18796-腾讯云游戏Android高级开发工程师(深圳）,1,技术类
27092-商业化Android高级开发工程师（深圳）,1,技术类
22989-域名与DNS高级运维工程师,1,技术类
30625-腾讯广告KA汽车行业经理,1,产品/项目类
21309-人力行政专员,1,职能类
TB-数据分析员（深圳）,1, 
27092-腾讯手游助手平台运营,1,产品/项目类
27092-内容商业化运营经理/高级运营经理,1,产品/项目类
22989-高级业务运维工程师（深圳）,1,技术类
27092-后台研发工程师-短视频方向（深圳）,1,技术类
29300-影视渠道营销经理,1,市场类
22989-腾讯云网络产品数据分析师,2,产品/项目类
CSIG16-腾讯自动驾驶现场实施工程师,1,技术类
CSIG16-腾讯自动驾驶高级算法移植软件工程师,1,技术类
CSIG16-地图众包后台高级研发工程师,5,技术类
29912-微视移动端开发iOS,1,技术类
CSIG18-腾讯云安全攻防研究员,1,技术类
30630-腾讯广告商业分析（内容）（深圳/上海）,1,市场类
18796- 腾讯云游戏iOS高级开发工程师(深圳）,1,技术类
18796- 腾讯云游戏Windows高级开发工程师(深圳）,1,技术类
WXG10-321 企业微信商务推广经理（广州-教育行业）,1,市场类
PCG09-信息流生活垂类产品运营,1,产品/项目类
18796-腾讯云游戏后台高级开发工程师(深圳）,2,技术类
TB-投资流程管控经理（深圳）,1, 
PCG09-信息流生活垂类产品运营,1,产品/项目类
27647-剧本编审（北京）,2,产品/项目类
CSIG16-腾讯自动驾驶全栈开发工程师,1,技术类
32032-Q版原画主美（上海）,1,设计类
TEG-招聘经理（深圳）,1,职能类
PCG16-信息流推荐算法高级研究员,3,技术类
PCG16-信息流广告商业数据分析,1,产品/项目类
23671-短视频运营管理工具(CMS)产品经理（深圳）,1,产品/项目类
23671-短视频创作者工具产品经理（深圳）,1,产品/项目类
CSIG02-腾讯云运维leader（深圳）,1,技术类
15614-游戏项目经理,1,产品/项目类
18796-腾讯云游戏Web高级开发工程师(深圳）,2,技术类
23671-企鹅号政务拓展运营,1,内容编辑类
CSIG17-智慧零售测试工程师（深圳/成都）,1,技术类
32032-Q版原画设计（上海）,1,设计类
15573-全球化SLG社区运营（上海）,1,产品/项目类
15573-全球化SLG市场推广策划（上海）,1,产品/项目类
CSIG08-高级UI视觉设计师（广州）,1,设计类
CSIG08-用户增长产品经理（广州）,1,产品/项目类
15618-客户端开发工程师（上海）,1,技术类
15618-引擎图形渲染开发工程师（上海）,1,技术类
TEG11-自然语言处理研究员(北京),2,技术类
25664-腾讯云政务民生架构师（北上广成）,1,技术类
PCG17-QQ手游高级产品策划（平台）（深圳）,1,产品/项目类
CSIG17-车联网移动端测试开发工程师（深圳）,1,技术类
23671-企鹅号策略产品经理（相似度方向）-北京,1,产品/项目类
32271-腾讯视频VIP运营商渠道BD经理（北京）,1,市场类
31112-腾讯视频游戏中心后台开发,1,技术类
31112-腾讯视频web前端开发工程师,1,技术类
PCG14-用户增长-算法研发高级工程师（深圳）,2,技术类
21309-企鹅辅导高级产品策划经理（用户增长/付费转化方向）,1,产品/项目类
21309-腾讯课堂-类目经理BD（深圳）,1,产品/项目类
30630-腾讯广告商业分析（行业分析）（深圳/北京）,1,市场类
30630-腾讯广告商业分析（行业分析）（上海）,1,市场类
30630-腾讯广告商业分析（流量分析）（深圳/上海）,1,市场类
25664-腾讯政务云产品策划经理（广州）,1,产品/项目类
CSIG08-大数据产品经理,1,产品/项目类
PCG10-浏览平台后台开发工程师,1,技术类
CSIG16-路况产品服务高级产品经理,1,产品/项目类
23671-企鹅号策略产品经理（视频质量方向）-北京,1,产品/项目类
CSIG17-高级系统测试工程师（深圳）,1,技术类
TME-全民K歌图像开发工程师（Android/iOS）（深圳）,1,技术类
PCG17-QQ手游高级产品运营（平台）（深圳）,1,产品/项目类
TME-音频算法工程师（深圳）,1,技术类
CSIG18-腾讯云安全产品Web前端开发,1,技术类
PCG10-搜索C++后台开发工程师,1,技术类
PCG10-搜索C++后台开发高级工程师,1,技术类
22989-NPI工程师,1,技术类
22989-计划工程师,4,技术类
22989-BOM工程师,1,技术类
28600-微信支付物料平台产品运营经理（智能物料）（深圳）,1,产品/项目类
PCG04-WEB前端开发（深圳）,1,技术类
15665-欧美游戏IP经理(深圳),1,产品/项目类
15579-游戏后台开发工程师（深圳）,1,技术类
15579-移动游戏客户端开发工程师（深圳）,10,技术类
CSIG02-腾讯云交付技术leader（深圳）,1,技术类
PCG10-搜索直达策略产品经理,1,产品/项目类
PCG10-搜索直达数据产品经理,1,产品/项目类
TME-数据专家 - 定制化需求分析（深圳）,1,技术类
TME-高级数据科学家 - 数据驱动（深圳）,1,技术类
TME-QQ音乐数据产品经理,1,产品/项目类
22989-腾讯云平台高级产品经理（产品策划方向）（深圳）,1,产品/项目类
WXG08-122 微信推荐自然语言处理算法工程师（北京）,1,技术类
32271-腾讯视频商务合作经理,1,市场类
27556-开放世界RPG手游内容运营（深圳）,1,产品/项目类
27556-开放世界RPG手游高级数据分析师（深圳）,1,产品/项目类
ZSC-专利工程师,1,职能类
27259-高级研究员,1,职能类
24987-3D游戏角色,1,设计类
25667-渠道销售运营管理（深圳）,2,市场类
22989-视频云后台开发工程师,3,技术类
FWZ-诉讼律师（深圳）,1,职能类
S2-集团审计经理（深圳）,4,职能类
30359-后台开发工程师（深圳）,1,技术类
22989-腾讯云英文客服,1,技术类
"22989-Customer Service, Tencent Cloud",1,技术类
22989-腾讯云运营产品中心后台开发工程师,1,技术类
22989-腾讯云运营产品中心WEB前端开发工程师,1,技术类
PCG10-搜索Web开发高级工程师,1,技术类
CSIG16-地图众包Android客户端研发工程师,1,技术类
18425-金融AI高级产品经理,1,产品/项目类
29315-培训经理,1,职能类
25927-高级测试开发工程师（深圳）,1,技术类
S2-PCG税务管理经理(北京),1,职能类
30628-腾讯广告开放平台服务端PHP开发工程师（深圳）,1,技术类
20354-业务运维工程师 ,1,技术类
CSIG16-python高级研发工程师,1,技术类
15583-Unity游戏开发工程师(深圳),2,技术类
TEG16-高级秘书（深圳）,1,职能类
32032-高级游戏项目经理（上海）,1,产品/项目类
25927-高级移动客户端开发工程师,1,技术类
CSIG02-腾讯云教育AI产品经理(北京/深圳),2,产品/项目类
AQ-安全品牌经理（深圳）,2,市场类
PCG09-信息流iOS高级开发工程师,2,技术类
PCG09-信息流后台高级开发工程师,2,技术类
29923-UI开发工程师（深圳）,1,设计类
PCG15-数据产品专家,1,产品/项目类
22989-腾讯云容器高级产品运营（深圳）,1,产品/项目类
30360-内容运营产品经理,1,产品/项目类
PCG04-腾讯新闻高级Android开发工程师（北京）,1,技术类
CSIG07-云平台安全工程师（北京）,1,技术类
PCG09-信息流Android开发工程师,1,技术类
31112-腾讯视频游戏内容运营,1,内容编辑类
27020-量子实验室后台开发工程师（深圳）,1,技术类
30629-腾讯广告高级公关传播经理（KA业务传播）,1,市场类
25666-腾讯云能源行业大客户经理（北京/上海/广州/深圳）,3,市场类
28605-321 微信境外支付高级区域经理（香港）,1,市场类
30359-高级服务器开发工程师,1,技术类
PCG10-浏览器阅读产品运营-信息流方向,1,产品/项目类
PCG10-浏览器阅读产品运营-社区方向,1,产品/项目类
30633-腾讯广告合约广告前端UI工程师（上海）,1,设计类
30629-腾讯广告高级公关传播经理（产品传播方向）,1,市场类
28966-移动视觉设计师（深圳）,1,设计类
25927-CMatrix后台高级开发工程师  ,1,技术类
24548-电视剧商业制片人,1,产品/项目类
PCG04-测试开发工程师（北京）,1,技术类
PCG04-腾讯新闻高级后台开发工程师（北京）,1,技术类
32032-高级游戏玩法开发工程师（北京）,1,技术类
32032-高级引擎图形开发工程师（北京）,1,技术类
25927-游戏测试经理（深圳）,1,技术类
32032-资深场景关卡设计师（北京）,1,设计类
32032-资深3D角色设计师（北京）,1,设计类
30628-腾讯广告系统后台开发高级工程师（研发中心-北京）,1,技术类
TEG12-运营支撑系统高级产品经理（深圳）,1,产品/项目类
WXG09-高级市场营销经理（体育营销方向）,1,市场类
WXG08-122 图像视频算法研究员（北京）,1,技术类
15583-3D动画特效设计,1,设计类
CSIG02-腾讯云教育行业总监（北京/深圳）,1,产品/项目类
CSIG02-腾讯云高校产品经理（深圳）,1,产品/项目类
CDG-组织发展经理,1,职能类
31506-腾讯云运营开发工程师,1,技术类
18796-平台运营经理(深圳),3,产品/项目类
AQ-安全品牌经理（北京）,1,市场类
25667-区域渠道销售经理（深圳/北京/上海）,1,市场类
25663-泛互联网高级后台工程师(深圳),1,技术类
27441-投资公司管理经理（深圳）,1,职能类
PCG04-短视频高级测试开发工程师（深圳）,1,技术类
PCG04-测试开发高级工程师（深圳）,2,技术类
15614-客户端高级工程师（上海）,1,技术类
28481-医疗应用开发高级工程师（深圳）,1,技术类
25667-渠道培训运营经理（北京、上海）,2,市场类
24547-内容商业制片人,2,内容编辑类
21557- Sr/Principle researcher on video coding standard,1,技术类
30934-海外公共关系及推广经理/资深经理 Manager/Senior Manager of Public Relations and Promotion ,1, 
30934-海外社群内容策略关系管理经理 Community Strategy Manager（深圳总部）,1,市场类
30934-海外市场传讯资深经理 Senior Manager of Marketing Communication ,1,市场类
15569-魂斗罗高级美术项目管理（深圳）,1,产品/项目类
29912-产品运营,2,产品/项目类
23671-企鹅号产品经理-CP激励机制,1,产品/项目类
25925-数据挖掘工程师,2,技术类
22989-腾讯云容器高级产品经理（深圳）,1,产品/项目类
19157-车联物联安全—固件/硬件安全研究员（上海）,1,技术类
CSIG07-解决方案架构师（北京/深圳）（北京）,2,技术类
29912-微视产品策划,2,产品/项目类
22989-腾讯云Serverless产品经理（深圳）,1,产品/项目类
15605-动作RPG类手游商业化运营,1,产品/项目类
15605-动作RPG类游戏运营数据分析,1,产品/项目类
21527-腾讯音乐高级内部审计师（深圳）,3,职能类
25663-腾讯云泛互联网后台开发高级工程师（深圳）,2,技术类
23671-企鹅号产品经理-CP活跃&增长,1,产品/项目类
27553-多媒体机器学习算法研究员,1,技术类
18428-财付通平台组件测试工程师,3,技术类
HGJ-Legal Counsel (Technology Transactions),1,职能类
HGJ-Senior Legal Counsel (AML Advisory),1,职能类
28096-腾讯音乐商业化广告高级产品经理（深圳）,1,产品/项目类
23675-后台开发（北京）,1,技术类
TEG11-深度学习研究员（深圳）,2,技术类
TME-全民K歌音频算法工程师（北京）,1,技术类
27216-腾讯乘车码高级开发工程师,1,技术类
15612-版本运营策划（深圳）,1,产品/项目类
15612-手游后台高级工程师（深圳）,3,技术类
PCG19-腾讯视频TV产品经理（深圳）,1,产品/项目类
CSIG16-搜索引擎高级架构师,1,技术类
29912-短视频项目经理,1,产品/项目类
29923-社交产品交互设计师(深圳）,1,设计类
27192-互娱用户研究项目经理,1,产品/项目类
22090-推荐架构工程师（北京）,1,技术类
23671-企鹅号产品经理-洞察工具CRM,1,产品/项目类
23671-企鹅号产品经理-洞察工具CP管理,1,产品/项目类
15612-资深系统策划（深圳）,1,产品/项目类
28937-移动游戏测试工程师（北京）,1,技术类
18425-港澳及跨境金融事务高级经理,1,职能类
22989-腾讯云网络规划工程师（深圳）,1,技术类
15612-手游客户端开发工程师（深圳）,3,技术类
15774-游戏产品市场分析经理（深圳）,1,市场类
15612-手游高级UI设计师（深圳）,1,设计类
22989-腾讯云设计中心-高级交互设计师（成都）,1,设计类
22989-AI高级产品运营经理（AI服务平台产品）,1,产品/项目类
27556-开放世界RPG手游平台合作,1,产品/项目类
27216-腾讯乘车码-客户端资深开发工程师,2,技术类
27192-互娱用户研究产品经理,1,产品/项目类
TEG14-社交业务后台开发工程师,3,技术类
TEG14-Elasticsearch研发工程师,2,技术类
CSIG07-基础安全威胁情报分析师,2,技术类
PCG04-测试leader（深圳）,1,技术类
22989-腾讯云直播生态经理,2,产品/项目类
25664-商务运营高级经理（北京、上海、成都）,3,市场类
22989-基础产品运营经理,2,产品/项目类
TEG06-企业内网安全产品经理（深圳）,1,产品/项目类
23295-互娱游戏数据营销经理（深圳）,1,市场类
30359-后台开发高级工程师（北京）,1,技术类
30934-资深日本社区运营,1,产品/项目类
25663-泛互联网行业产品副组长（电商、生活互联方向）,1,产品/项目类
25663-泛互联网行业产品副组长（游戏、文创方向）,1,产品/项目类
29777-金融云资管行业售前架构师（北上深）（深圳总部）,1,技术类
29777-金融云资管行业售前架构师（北上深）（北京）,1,技术类
29777-金融云资管行业售前架构师（北上深）（上海）,1,技术类
15612-游戏制作人/主策划（深圳）,1,产品/项目类
23671-短视频制片人,1,内容编辑类
21882-医疗资讯产品中心—高级交互设计师（深圳）,1,设计类
23486-证券社区运营经理（北京）,1,产品/项目类
22090-信息流推荐算法工程师（北京）,1,技术类
TEG06-高级运维工程师（深圳）,1,技术类
23872-CRM组成员,1,市场类
22989-数据产品专家/高级数据产品经理,1,产品/项目类
PCG11-后台开发工程师（北京）,1,技术类
30934-海外游戏高级业务规划经理,1,产品/项目类
22989-服务器技术工程师,2,技术类
30934-日本市场游戏策划高级经理 ,1,产品/项目类
30934-商业化策划,1,产品/项目类
30622-腾讯广告QQ系流量效果类广告运营经理（深圳）,1,产品/项目类
23671-短视频大数据分析开发（深圳）,3,技术类
S2-账务中心高级会计（深圳）,2,职能类
26564-游戏社区APP产品策划（深圳）,1,产品/项目类
20016-天美手游高级测试工程师,1,技术类
PCG17-QQ钱包支付后台开发工程师（深圳）,1,技术类
16810-动漫平台iOS开发工程师（深圳）,1,技术类
TZ-IR Officer,1,职能类
15602-回合策略游戏系统策划（深圳）,1,产品/项目类
28937-移动游戏测试工程师（北京）,1,技术类
29777-金融科技产品经理,1,产品/项目类
18402-移动游戏本地化,1,产品/项目类
15712-游戏高级交互设计师（深圳）,1,设计类
16810-腾讯动漫原创编辑,1,内容编辑类
18402-MMO手游-平台渠道运营,1,产品/项目类
25668-腾讯云金融行业高级市场经理（深圳）,1,市场类
29311-腾讯安全品牌经理（深圳）,1,市场类
31504-服务产品中心高级项目经理,1,产品/项目类
30624-腾讯广告白酒行业广告销售经理（深圳）,1,市场类
TEG05-应用运维安全开发工程师（深圳）,2,技术类
31458-通讯业务研发工程师,1,技术类
18302-手游制作人,1,产品/项目类
TEG05-高级安全策略工程师（深圳）,2,技术类
PCG09-创新产品运营经理（内容/用户运营方向）,1,产品/项目类
29777-腾讯云高级运营经理（深圳）,1,产品/项目类
19837-电影区域发行经理（北京）,2,市场类
22989-大数据和人工智能交付架构师（北京/深圳/上海）,1,技术类
22989-专有云产品策划经理,3,产品/项目类
CSIG02-智慧教育售前工程师(北京),1,产品/项目类
19332-企点大数据开发工程师（上海）,2,技术类
21309-腾讯教育科技有限公司销售总监（武汉）,1,市场类
TEG02-网络运维工程师,1,技术类
21530-腾讯音乐高级招聘经理(深圳),1,职能类
30934-资深手游数据挖掘分析师,1,产品/项目类
22989-腾讯云serverless运营开发工程师（深圳总部）,2,技术类
22989-腾讯云serverless运营开发工程师（成都）,2,技术类
22989-云计算规划架构师,1,技术类
22989-云技术架构师,2,技术类
29777-金融资管行业产品经理（北上深）（深圳总部）,1,产品/项目类
29777-金融资管行业产品经理（北上深）（北京）,1,产品/项目类
29777-金融资管行业产品经理（北上深）（上海）,1,产品/项目类
26699-智慧零售高级产品策划经理（深圳）,1,产品/项目类
22989-腾讯云资深运营开发工程师（深圳）,2,技术类
15774-业务流程管理经理（深圳）,1,职能类
15612-MMORPG剧情策划师（北京）,1,产品/项目类
15612-资深数值策划（北京）,1,产品/项目类
15612-资深系统策划（北京）,1,产品/项目类
30934-海外游戏数据运营资深经理,1,产品/项目类
18436-NLP算法研究员（深圳）,1,技术类
28481-高级前端开发工程师,2,技术类
30622-腾讯广告QQ系流量品牌类广告运营经理（深圳/上海）（深圳总部）,1,产品/项目类
TME-全民K歌数据分析产品经理,1,产品/项目类
30622-腾讯广告Q系流量商业化产品经理（深圳）,1,产品/项目类
21527-腾讯音乐PHP应用开发工程师（深圳）,6,技术类
21089-高级运营经理,2,产品/项目类
21090-高级游戏策划（深圳）,2,产品/项目类
29912-微视音乐内容运营,2,内容编辑类
26563-数据分析（深圳）,1,产品/项目类
26563-平台内容运营,1,产品/项目类
27092-用户增长后台开发工程师（深圳）,1,技术类
23671-企鹅号Howto品类产品运营（深圳）,1,产品/项目类
WXG02-113 微信数据平台开发工程师（深圳）,1,技术类
TME-全民K歌高级数据分析产品经理,1,产品/项目类
28601-微信支付智能硬件专家,1,技术类
22989-腾讯云网络高级后台开发工程师（上海/北京）,1,技术类
WXG03-212 小程序产品策划（广州）,1,产品/项目类
WXG01-212 微信高级产品策划经理（广州）,1,产品/项目类
29912-微视音乐编辑,1,内容编辑类
15611-资深2D角色设计师（深圳）,1,设计类
15611-高级UnrealEngine技术美术（深圳）,1,设计类
15611-资深3D动画设计师（深圳）,1,设计类
PCG10-浏览器阅读中心后台开发工程师（深圳）,1,技术类
PCG10-浏览器阅读中心前端开发工程师（深圳）,2,技术类
29311-智慧出行产业品牌经理（北京）,1,市场类
S2-区块链应用开发工程师（深圳）,2,技术类
31458-信用卡业务后台开发工程师,1,技术类
18432-浮动收益产品运营经理,1,产品/项目类
23673-短视频热点运营（北京）,1,内容编辑类
15851-游戏测试工程师（深圳）,3,技术类
15851-游戏专项测试开发工程师(深圳),2,技术类
30359-视频业务运维工程师,1,技术类
PCG10-浏览器搜索广告算法（高级）研究员 ,1,技术类
14914-品牌营销经理（深圳）,1,市场类
HY3-虚拟偶像策划运营,2,产品/项目类
23294-互娱手游电竞运营开发工程师(深圳),2,技术类
29912-增长算法岗,1,技术类
CSIG16-腾讯地图高级研发工程师,1,技术类
15665-公共协调项目管理经理(深圳),1,产品/项目类
29777-金融云互联网金融售前架构师（深圳/北京/上海）（深圳）,1,技术类
30628-腾讯广告Java开发工程师（深圳）,1,技术类
25663-泛互联网解决方案架构师（北京）,2,技术类
19511-游戏学院内部培训经理（深圳）,2,产品/项目类
25664-政府行业产品经理,1,产品/项目类
22989-大数据AI综合应用资深后台开发工程师,1,技术类
TME-腾讯音乐多媒体AI研究员（深圳）,2,技术类
25927-WeTest云平台资深架构师（上海）,1,技术类
30628-腾讯广告数据管理Java应用研发工程师（北京）,1,技术类
CSIG16-腾讯地图渠道运营,1,产品/项目类
30361-WEB前端工程师(深圳),1,技术类
22989-AI产品高级后台软件开发工程师,1,技术类
22989-腾讯云中间件Devops平台后台开发组长 （深圳),1,技术类
19407-移动游戏数据分析,1,产品/项目类
19407-移动游戏平台合作,1,产品/项目类
TME-全民K歌平台产品运营（深圳）,1,产品/项目类
CSIG16-地图搜索产品经理,1,产品/项目类
31506-云安全项目经理（深圳/北京）（深圳总部）,1,产品/项目类
CSIG16-腾讯地图生活服务产品经理,1,产品/项目类
CSIG16-腾讯地图合作产品策划,1,产品/项目类
23671-企鹅号内容货架产品经理（深圳）,1,产品/项目类
29316-沟通传播文化专家（深圳）,1,职能类
31506-云安全项目经理（深圳/北京）（北京）,1,产品/项目类
22086-体育号CP管理产品经理 ,1,产品/项目类
22086-体育号高级产品经理,1,产品/项目类
PCG10-高级产品经理（工具产品方向）,1,产品/项目类
18432-策略分析师,1,产品/项目类
29316-HRBP（深圳）,1,职能类
18432-基金高级分析师,1,产品/项目类
21309-在线教育流量运营及销转专家（运营/增长黑客）,1,产品/项目类
22088-体育电商产品经理,1,产品/项目类
26787-海外业务产品运营经理,1,产品/项目类
18402-MMO手游-平台渠道运营,1,产品/项目类
15573-MMORPG UE4手游3D特效美术师（上海）,1,设计类
AQ-产品安全经理（深圳）,1,职能类
AQ-产品安全经理（广州）,1,职能类
29050-数据安全经理/专家（深圳）,1,职能类
29050-数据安全经理/专家（北京）,2,职能类
AQ-行业合作经理（北京）,1,职能类
AQ-行业合作经理（深圳）,1,职能类
28481-高级医疗商务拓展经理（北京）,1,市场类
21882-高级医学编辑（深圳/北京）,1,内容编辑类
22086-腾讯体育-内容消费高级产品经理,1,产品/项目类
30626-腾讯广告OTT智能电视广告销售经理（南区）,1,市场类
15573-MMORPG UE4手游交互设计师(上海),1,设计类
21645-高级法律顾问,1,职能类
HGJ-senior legal counsel(MA),1,职能类
HGJ-Legal Counsel (Technology Transactions),1,职能类
31504-云服务平台部--服务运营中心总监,1,技术类
27554-腾讯音乐商业制片人（上海）,1,市场类
30361-天天P图图像处理后台开发（上海）,1,技术类
15573-MMORPG UE4手游资深美术3D设计（上海）,1,设计类
15573-MMORPG UE4手游3D动画设计师（上海）,1,设计类
PCG09-信息流产品高级数据分析师,1,产品/项目类
PCG09-信息流产品垂类高级产品经理（搞笑品类）,1,产品/项目类
PCG09-短视频高级产品运营经理,2,产品/项目类
22088-体育电商运营,1,产品/项目类
22088-体育潮流垂直内容运营,2,内容编辑类
23671-企鹅号前端开发（北京）,2,技术类
22989-经营平台产品中心web前端开发,1,技术类
22989-视频云高级Web前端开发,2,技术类
15605-动作RPG手游游戏活动策划,1,产品/项目类
19511-内容运营经理（深圳）,1,产品/项目类
21557-音视频网络技术高级开发工程师（深圳）,1,技术类
29316-CSIG-培训经理（深圳）,1,职能类
RP-共享服务运营高级经理（深圳）,1,职能类
CDG-员工关系经理（深圳）,1,职能类
30933-主数值策划,1,产品/项目类
30933-主系统策划（社交方向）,1,产品/项目类
29316-HRBP（深圳）,1,职能类
CB-高级薪酬经理[长期激励方向]（深圳）,1,职能类
25663-泛互联网解决方案架构师（北京/上海/深圳）（深圳总部）,1,技术类
26832-海外招聘经理（深圳）,2,职能类
26832-海外校园招聘经理（深圳）,1,职能类
29316-HRBP（深圳）,1,职能类
IEG-组织发展经理,1,职能类
IEG-领导力培训经理（深圳）,1,职能类
27553-音乐榜单产品策划,1,产品/项目类
18302-新动作手游数值策划（深圳）,1,产品/项目类
18302-新动作手游系统策划（深圳）,1,产品/项目类
18302-新动作手游角色战斗策划（深圳）,1,产品/项目类
30933-高级引擎图形开发工程师/Senior Graphics Engineer,1,技术类
25927-高级测试开发工程师（深圳）,1,技术类
25927-游戏测试经理（深圳）,1,技术类
22989-腾讯云解决方案架构师-容器服务（上海/北京/深圳/成都）,1,技术类
15569-横版射击手游主美术（深圳）,1,设计类
22086-腾讯体育Android开发工程师（北京）,1,技术类
30633-腾讯社交广告视觉设计师（设计中心  深圳）,2,设计类
CSIG17-企点系统测试工程师（上海）,1,技术类
PCG09-信息流策略推荐高级产品经理,1,产品/项目类
PCG09-QQ看点数据分析工程师（深圳）,1,技术类
PCG09-QQ看点后台开发（深圳）,1,技术类
18302-手游制作人,1,产品/项目类
30360-QQ会员-Android开发工程师（深圳）,1,技术类
25927-应用开发高级工程师（上海）,1,技术类
15618-手游关卡策划（上海）,1,产品/项目类
15618-2D场景设计师（上海）,1,设计类
15618-3D特效设计师（上海）,1,设计类
15618-游戏UI设计师（上海）,1,设计类
25663-腾讯云海外行业专家(北京/上海/深圳)（深圳总部）,1,技术类
23671-企鹅号数据开发工程师（北京）,1,技术类
PCG09-信息流后台开发工程师,2,技术类
15570-高级关卡策划（FPS/TPS射击类）,1,产品/项目类
15570-FPS系统策划,1,产品/项目类
18402-RPG手游市场运营,1,产品/项目类
15575-《QQ三国》商业化活动运营（成都）,1,产品/项目类
